musteri_id,persona,tarih,islem_tipi,kategori,tutar,aciklama
1,klasik_maasli,2026-01-02,gelir,maas_odemesi,18998,maas_odemesi
1,klasik_maasli,2026-01-02,gider,fatura,-4336,fatura
1,klasik_maasli,2026-01-03,gider,kira,-4267,kira
1,klasik_maasli,2026-01-09,gider,market,-1795,market
1,klasik_maasli,2026-01-09,gider,yeme_icme,-3088,yeme_icme
1,klasik_maasli,2026-01-17,gider,ulasim,-5240,ulasim
1,klasik_maasli,2026-01-18,gider,market,-4181,market
1,klasik_maasli,2026-01-24,gider,market,-5021,market
1,klasik_maasli,2026-01-25,gider,yeme_icme,-4964,yeme_icme
1,klasik_maasli,2026-01-26,gider,giyim,-2570,giyim
1,klasik_maasli,2026-02-01,gelir,maas_odemesi,18759,maas_odemesi
1,klasik_maasli,2026-02-05,gider,ulasim,-4533,ulasim
1,klasik_maasli,2026-02-09,gider,fatura,-4731,fatura
1,klasik_maasli,2026-02-10,gider,eglence,-1415,eglence
1,klasik_maasli,2026-02-11,gider,eglence,-2997,eglence
1,klasik_maasli,2026-02-13,gider,saglik,-4467,saglik
1,klasik_maasli,2026-02-26,gider,fatura,-3543,fatura
1,klasik_maasli,2026-03-01,gider,saglik,-3932,saglik
1,klasik_maasli,2026-03-03,gelir,maas_odemesi,18744,maas_odemesi
1,klasik_maasli,2026-03-09,gider,saglik,-4605,saglik
1,klasik_maasli,2026-03-16,gider,kira,-4997,kira
1,klasik_maasli,2026-03-25,gider,market,-2364,market
1,klasik_maasli,2026-03-28,gider,kira,-1791,kira
1,klasik_maasli,2026-03-29,gider,abonelik,-2055,abonelik
1,klasik_maasli,2026-03-29,gider,kira,-2635,kira
1,klasik_maasli,2026-04-01,gider,ulasim,-4219,ulasim
1,klasik_maasli,2026-04-02,gelir,maas_odemesi,18733,maas_odemesi
1,klasik_maasli,2026-04-03,gider,egitim,-2210,egitim
1,klasik_maasli,2026-04-07,gider,kira,-3722,kira
1,klasik_maasli,2026-04-08,gider,egitim,-5589,egitim
1,klasik_maasli,2026-04-19,gider,egitim,-1668,egitim
1,klasik_maasli,2026-04-20,gider,egitim,-3080,egitim
1,klasik_maasli,2026-04-25,gider,egitim,-2571,egitim
1,klasik_maasli,2026-04-28,gider,saglik,-1926,saglik
1,klasik_maasli,2026-05-02,gelir,maas_odemesi,18690,maas_odemesi
1,klasik_maasli,2026-05-08,gider,giyim,-5121,giyim
1,klasik_maasli,2026-05-10,gider,kira,-50,kira
1,klasik_maasli,2026-05-16,gider,abonelik,-5484,abonelik
1,klasik_maasli,2026-05-18,gider,abonelik,-4542,abonelik
1,klasik_maasli,2026-05-18,gider,abonelik,-4633,abonelik
1,klasik_maasli,2026-05-20,gider,kira,-3884,kira
1,klasik_maasli,2026-05-24,gider,ulasim,-4411,ulasim
1,klasik_maasli,2026-05-26,gider,yeme_icme,-2295,yeme_icme
1,klasik_maasli,2026-06-01,gelir,maas_odemesi,18996,maas_odemesi
1,klasik_maasli,2026-06-04,gider,abonelik,-4795,abonelik
1,klasik_maasli,2026-06-10,gider,egitim,-5124,egitim
1,klasik_maasli,2026-06-12,gider,yeme_icme,-2085,yeme_icme
1,klasik_maasli,2026-06-13,gider,saglik,-2325,saglik
1,klasik_maasli,2026-06-14,gider,eglence,-2002,eglence
1,klasik_maasli,2026-06-29,gider,saglik,-3165,saglik
1,klasik_maasli,2026-06-29,gider,kira,-3962,kira
2,dusuk_hacim_riskli,2026-01-09,gider,yeme_icme,-144,yeme_icme
2,dusuk_hacim_riskli,2026-01-14,gider,kira,-140,kira
2,dusuk_hacim_riskli,2026-01-16,gider,fatura,-254,fatura
2,dusuk_hacim_riskli,2026-01-18,gider,egitim,-143,egitim
2,dusuk_hacim_riskli,2026-01-25,gider,giyim,-245,giyim
2,dusuk_hacim_riskli,2026-01-29,gider,yeme_icme,-432,yeme_icme
2,dusuk_hacim_riskli,2026-02-09,gelir,duzensiz_gelir,2031,duzensiz_gelir
2,dusuk_hacim_riskli,2026-02-18,gider,saglik,-279,saglik
2,dusuk_hacim_riskli,2026-02-24,gider,saglik,-388,saglik
2,dusuk_hacim_riskli,2026-02-24,gider,saglik,-166,saglik
2,dusuk_hacim_riskli,2026-02-26,gider,market,-144,market
2,dusuk_hacim_riskli,2026-02-27,gider,kira,-239,kira
2,dusuk_hacim_riskli,2026-03-02,gider,abonelik,-357,abonelik
2,dusuk_hacim_riskli,2026-03-02,gider,fatura,-264,fatura
2,dusuk_hacim_riskli,2026-03-02,gider,giyim,-50,giyim
2,dusuk_hacim_riskli,2026-03-05,gider,kira,-277,kira
2,dusuk_hacim_riskli,2026-03-17,gider,ulasim,-464,ulasim
2,dusuk_hacim_riskli,2026-03-20,gider,ulasim,-139,ulasim
2,dusuk_hacim_riskli,2026-03-22,gider,market,-137,market
2,dusuk_hacim_riskli,2026-03-28,gider,kira,-207,kira
2,dusuk_hacim_riskli,2026-04-10,gider,abonelik,-449,abonelik
2,dusuk_hacim_riskli,2026-04-13,gider,yeme_icme,-275,yeme_icme
2,dusuk_hacim_riskli,2026-04-16,gider,eglence,-427,eglence
2,dusuk_hacim_riskli,2026-04-19,gider,fatura,-218,fatura
2,dusuk_hacim_riskli,2026-04-27,gider,abonelik,-270,abonelik
2,dusuk_hacim_riskli,2026-05-02,gider,saglik,-178,saglik
2,dusuk_hacim_riskli,2026-05-02,gider,giyim,-187,giyim
2,dusuk_hacim_riskli,2026-05-03,gider,saglik,-446,saglik
2,dusuk_hacim_riskli,2026-05-04,gider,ulasim,-427,ulasim
2,dusuk_hacim_riskli,2026-05-05,gider,kira,-467,kira
2,dusuk_hacim_riskli,2026-05-11,gider,kira,-422,kira
2,dusuk_hacim_riskli,2026-05-13,gider,eglence,-162,eglence
2,dusuk_hacim_riskli,2026-05-16,gider,egitim,-270,egitim
2,dusuk_hacim_riskli,2026-05-16,gider,fatura,-139,fatura
2,dusuk_hacim_riskli,2026-05-17,gider,fatura,-165,fatura
2,dusuk_hacim_riskli,2026-05-19,gider,saglik,-446,saglik
2,dusuk_hacim_riskli,2026-05-19,gider,market,-464,market
2,dusuk_hacim_riskli,2026-05-21,gider,kira,-137,kira
2,dusuk_hacim_riskli,2026-05-23,gider,eglence,-174,eglence
2,dusuk_hacim_riskli,2026-05-26,gider,kira,-149,kira
2,dusuk_hacim_riskli,2026-05-27,gider,egitim,-287,egitim
2,dusuk_hacim_riskli,2026-05-29,gider,saglik,-140,saglik
2,dusuk_hacim_riskli,2026-05-31,gider,saglik,-201,saglik
2,dusuk_hacim_riskli,2026-06-03,gider,yeme_icme,-293,yeme_icme
2,dusuk_hacim_riskli,2026-06-05,gelir,duzensiz_gelir,1314,duzensiz_gelir
2,dusuk_hacim_riskli,2026-06-11,gider,market,-200,market
2,dusuk_hacim_riskli,2026-06-13,gelir,duzensiz_gelir,2579,duzensiz_gelir
2,dusuk_hacim_riskli,2026-06-26,gider,ulasim,-373,ulasim
3,ogrenci_yuksek_hacim,2026-01-06,gelir,burs_odemesi,3823,burs_odemesi
3,ogrenci_yuksek_hacim,2026-01-10,gider,eglence,-3818,eglence
3,ogrenci_yuksek_hacim,2026-01-11,gelir,part_time_maas,8206,part_time_maas
3,ogrenci_yuksek_hacim,2026-01-14,gider,kira,-6647,kira
3,ogrenci_yuksek_hacim,2026-01-18,gider,abonelik,-4702,abonelik
3,ogrenci_yuksek_hacim,2026-01-19,gider,market,-5438,market
3,ogrenci_yuksek_hacim,2026-01-23,gelir,aile_destegi,2508,aile_destegi
3,ogrenci_yuksek_hacim,2026-01-26,gelir,part_time_maas,8800,part_time_maas
3,ogrenci_yuksek_hacim,2026-01-27,gider,fatura,-4106,fatura
3,ogrenci_yuksek_hacim,2026-01-28,gider,saglik,-3358,saglik
3,ogrenci_yuksek_hacim,2026-01-30,gider,abonelik,-3516,abonelik
3,ogrenci_yuksek_hacim,2026-02-03,gider,abonelik,-3400,abonelik
3,ogrenci_yuksek_hacim,2026-02-05,gelir,burs_odemesi,3823,burs_odemesi
3,ogrenci_yuksek_hacim,2026-02-10,gelir,part_time_maas,8249,part_time_maas
3,ogrenci_yuksek_hacim,2026-02-15,gider,giyim,-2460,giyim
3,ogrenci_yuksek_hacim,2026-02-19,gider,giyim,-4545,giyim
3,ogrenci_yuksek_hacim,2026-02-22,gelir,aile_destegi,2508,aile_destegi
3,ogrenci_yuksek_hacim,2026-02-23,gider,ulasim,-6871,ulasim
3,ogrenci_yuksek_hacim,2026-02-24,gider,saglik,-4112,saglik
3,ogrenci_yuksek_hacim,2026-02-25,gelir,part_time_maas,8595,part_time_maas
3,ogrenci_yuksek_hacim,2026-02-28,gider,ulasim,-2452,ulasim
3,ogrenci_yuksek_hacim,2026-03-02,gider,fatura,-8996,fatura
3,ogrenci_yuksek_hacim,2026-03-03,gelir,freelance_proje,3675,freelance_proje
3,ogrenci_yuksek_hacim,2026-03-05,gider,abonelik,-3383,abonelik
3,ogrenci_yuksek_hacim,2026-03-07,gelir,burs_odemesi,3823,burs_odemesi
3,ogrenci_yuksek_hacim,2026-03-09,gider,saglik,-5646,saglik
3,ogrenci_yuksek_hacim,2026-03-09,gider,market,-3034,market
3,ogrenci_yuksek_hacim,2026-03-12,gelir,part_time_maas,8839,part_time_maas
3,ogrenci_yuksek_hacim,2026-03-12,gider,market,-2314,market
3,ogrenci_yuksek_hacim,2026-03-14,gider,egitim,-3737,egitim
3,ogrenci_yuksek_hacim,2026-03-22,gider,giyim,-6454,giyim
3,ogrenci_yuksek_hacim,2026-03-24,gelir,aile_destegi,2508,aile_destegi
3,ogrenci_yuksek_hacim,2026-03-27,gelir,part_time_maas,8763,part_time_maas
3,ogrenci_yuksek_hacim,2026-03-27,gider,giyim,-7801,giyim
3,ogrenci_yuksek_hacim,2026-03-29,gider,ulasim,-7012,ulasim
3,ogrenci_yuksek_hacim,2026-03-31,gider,kira,-8330,kira
3,ogrenci_yuksek_hacim,2026-04-01,gider,saglik,-8363,saglik
3,ogrenci_yuksek_hacim,2026-04-04,gider,market,-8465,market
3,ogrenci_yuksek_hacim,2026-04-05,gider,abonelik,-3373,abonelik
3,ogrenci_yuksek_hacim,2026-04-05,gider,egitim,-6085,egitim
3,ogrenci_yuksek_hacim,2026-04-06,gelir,burs_odemesi,3823,burs_odemesi
3,ogrenci_yuksek_hacim,2026-04-11,gelir,part_time_maas,8744,part_time_maas
3,ogrenci_yuksek_hacim,2026-04-12,gelir,freelance_proje,2572,freelance_proje
3,ogrenci_yuksek_hacim,2026-04-15,gider,egitim,-7438,egitim
3,ogrenci_yuksek_hacim,2026-04-21,gider,fatura,-2577,fatura
3,ogrenci_yuksek_hacim,2026-04-22,gider,yeme_icme,-7294,yeme_icme
3,ogrenci_yuksek_hacim,2026-04-22,gider,market,-5861,market
3,ogrenci_yuksek_hacim,2026-04-23,gelir,aile_destegi,2508,aile_destegi
3,ogrenci_yuksek_hacim,2026-04-24,gider,saglik,-7137,saglik
3,ogrenci_yuksek_hacim,2026-04-26,gelir,part_time_maas,8701,part_time_maas
3,ogrenci_yuksek_hacim,2026-04-28,gelir,freelance_proje,4090,freelance_proje
3,ogrenci_yuksek_hacim,2026-04-28,gider,yeme_icme,-4386,yeme_icme
3,ogrenci_yuksek_hacim,2026-05-06,gelir,burs_odemesi,3823,burs_odemesi
3,ogrenci_yuksek_hacim,2026-05-11,gelir,part_time_maas,8489,part_time_maas
3,ogrenci_yuksek_hacim,2026-05-11,gider,giyim,-6958,giyim
3,ogrenci_yuksek_hacim,2026-05-11,gider,kira,-4936,kira
3,ogrenci_yuksek_hacim,2026-05-18,gider,yeme_icme,-8742,yeme_icme
3,ogrenci_yuksek_hacim,2026-05-18,gider,ulasim,-50,ulasim
3,ogrenci_yuksek_hacim,2026-05-20,gider,abonelik,-6492,abonelik
3,ogrenci_yuksek_hacim,2026-05-22,gider,abonelik,-8690,abonelik
3,ogrenci_yuksek_hacim,2026-05-23,gelir,aile_destegi,2508,aile_destegi
3,ogrenci_yuksek_hacim,2026-05-24,gider,market,-3058,market
3,ogrenci_yuksek_hacim,2026-05-25,gider,kira,-2793,kira
3,ogrenci_yuksek_hacim,2026-05-26,gelir,part_time_maas,9123,part_time_maas
3,ogrenci_yuksek_hacim,2026-05-28,gider,ulasim,-4040,ulasim
3,ogrenci_yuksek_hacim,2026-06-05,gelir,burs_odemesi,3823,burs_odemesi
3,ogrenci_yuksek_hacim,2026-06-10,gelir,part_time_maas,8433,part_time_maas
3,ogrenci_yuksek_hacim,2026-06-17,gider,saglik,-2344,saglik
3,ogrenci_yuksek_hacim,2026-06-21,gelir,freelance_proje,3957,freelance_proje
3,ogrenci_yuksek_hacim,2026-06-22,gelir,aile_destegi,2508,aile_destegi
3,ogrenci_yuksek_hacim,2026-06-25,gelir,part_time_maas,8375,part_time_maas
3,ogrenci_yuksek_hacim,2026-06-26,gider,fatura,-6038,fatura
3,ogrenci_yuksek_hacim,2026-06-29,gider,kira,-4918,kira
4,stajyer_degisken_gelir,2026-01-02,gider,kira,-3949,kira
4,stajyer_degisken_gelir,2026-01-03,gelir,staj_ucreti,11409,staj_ucreti
4,stajyer_degisken_gelir,2026-01-19,gider,eglence,-2656,eglence
4,stajyer_degisken_gelir,2026-02-01,gider,eglence,-1658,eglence
4,stajyer_degisken_gelir,2026-02-08,gider,ulasim,-2545,ulasim
4,stajyer_degisken_gelir,2026-02-09,gider,ulasim,-1412,ulasim
4,stajyer_degisken_gelir,2026-02-11,gelir,staj_ucreti,11143,staj_ucreti
4,stajyer_degisken_gelir,2026-02-13,gider,kira,-2192,kira
4,stajyer_degisken_gelir,2026-02-19,gelir,freelance_proje,4444,freelance_proje
4,stajyer_degisken_gelir,2026-02-20,gider,fatura,-1271,fatura
4,stajyer_degisken_gelir,2026-02-23,gider,giyim,-3975,giyim
4,stajyer_degisken_gelir,2026-02-26,gider,fatura,-4040,fatura
4,stajyer_degisken_gelir,2026-03-02,gider,abonelik,-1982,abonelik
